"","p_val","avg_logFC","pct.1","pct.2","p_val_adj"
"Rab11fip4",1.69113219643895e-14,0.442836422442173,0.847,0.185,5.25147280960188e-10
"Dusp9",1.76775044910144e-14,0.481798497446739,0.764,0.13,5.48939546959469e-10
"Stmn1",2.07276240641148e-14,0.631331220645491,1,0.946,6.43654910062958e-10
"Hba-a2",2.19652775720707e-14,0.580359527676273,1,0.761,6.82087764445511e-10
"Smim7",2.20380219565868e-14,0.389328350698401,0.833,0.196,6.84346695817889e-10
"Ung",2.30799200091344e-14,0.527767342257045,0.917,0.304,7.16700756043649e-10
"Cox6a1",2.42061915499176e-14,0.491007924664401,1,0.989,7.51674866199591e-10
"Ypel5",2.59920064741853e-14,0.578889895047081,0.986,0.576,8.07129777042877e-10
"Psmb5",2.61540685926421e-14,0.692050780531181,0.944,0.522,8.12162292007317e-10
"Diaph3",2.64017589320529e-14,0.430879702015478,0.806,0.185,8.1985382011704e-10
"Dera",2.7950808398748e-14,0.27337048859514,0.667,0.065,8.67956453206321e-10
"Taf10",2.90072348533543e-14,0.516688164805188,0.986,0.88,9.00761663901211e-10
"Ap3b2",3.01558058545108e-14,0.42605182157086,0.583,0.033,9.36428239200125e-10
"Hsp90b1",3.04650427960194e-14,0.508202276048513,1,0.946,9.46030973944792e-10
